"ID_CONVENIO";"CD_PLANO_TRABALHO";"ID_SITUACAO_CONVENIO";"SITUACAO";"NUMERO_PROPOSTA";"NUMERO_PLANO";"NUMERO_CONVENIO";"NUMERO_SIAFI";"CODIGO_ORGAO";"ORGAO_SIGLA";"MUNICIPIO";"CNPJ_PROPONENTE";"RAZAO_SOCIAL_PROPONENTE";"SITUACAO_CAGEC";"DATA_PUBLICACAO";"DATA_INICIO";"DATA_TERMINO";"VALOR_CONCEDENTE";"VALOR_PARLAMENTAR";"ID_STATUS_CONVENIO";"STATUS_CONVENIO";"VALOR_DESPESA_EMPENHADA";"VALOR_DESPESA_PAGA";"TEMPO_ANALISE_TECNICA_CONTINUO";"TEMPO_ANALISEJURIDICA_CONTINUO";"TEMPO_A_ENCAMINHADOR_CONTINUO"
166117;1100748;3;Instrumento Jurídico;"001461/2026";"001186/2026";"1481003566/2026";"9516975";1481;SEDESE;TAIOBEIRAS;"18017384000110";MUNICIPIO DE TAIOBEIRAS;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;50000;15;VIGENTE;0;0;"4 DIA(S), 22 HORA(S), 16 MINUTO(S)";;"0 DIA(S), 0 HORA(S), 18 MINUTO(S)"
165950;1100604;3;Instrumento Jurídico;"004477/2026";"002385/2026";"1261003439/2026";"9516847";1261;SEE;AIMORES;"18348094000150";MUNICIPIO DE AIMORES;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';360612.5;0;15;VIGENTE;0;360612.5;"0 DIA(S), 0 HORA(S), 5 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 7 HORA(S), 44 MINUTO(S)"
165926;1100575;3;Instrumento Jurídico;"002444/2026";"001568/2026";"1261003674/2026";"9516823";1261;SEE;ASTOLFO DUTRA;"17702507000190";MUNICIPIO DE ASTOLFO DUTRA;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';782411.8;0;15;VIGENTE;0;117361.77;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 9 MINUTO(S)"
166080;1100733;3;Instrumento Jurídico;"001806/2026";"003243/2026";"1231003298/2026";"9516946";1231;SEAPA;SAO TIAGO;"17749904000117";MUNICIPIO DE SAO TIAGO;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';597000;0;15;VIGENTE;0;597000;"0 DIA(S), 21 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 2 HORA(S), 38 MINUTO(S)"
165918;1100572;3;Instrumento Jurídico;"002203/2026";"001507/2026";"1261003491/2026";"9516815";1261;SEE;VARZELANDIA;"18017467000100";MUNICIPIO DE VARZELANDIA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';1000000;0;15;VIGENTE;0;1000000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 30 MINUTO(S)"
165934;1100600;3;Instrumento Jurídico;"002751/2026";"001581/2026";"1261003675/2026";"9516832";1261;SEE;SAO SEBASTIAO DA VARGEM ALEGRE;"01616854000160";MUNICIPIO DE SAO SEBASTIAO DA VARGEM ALEGRE;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';500000;0;15;VIGENTE;0;500000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 11 MINUTO(S)"
166169;1100791;3;Instrumento Jurídico;"002529/2026";"002000/2026";"1481003843/2026";"9517016";1481;SEDESE;CARRANCAS;"17953332000193";MUNICIPIO DE CARRANCAS;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;200000;15;VIGENTE;0;200000;"2 DIA(S), 3 HORA(S), 28 MINUTO(S)";;
166962;1101400;3;Instrumento Jurídico;"003302/2026";"004521/2026";"1261003656/2026";"9517641";1261;SEE;EWBANK DA CAMARA;"17747932000103";MUNICIPIO DE EWBANK DA CAMARA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;250000;15;VIGENTE;0;250000;"3 DIA(S), 9 HORA(S), 28 MINUTO(S)";;
166064;1100728;3;Instrumento Jurídico;"001283/2026";"001107/2026";"1481003563/2026";"9516941";1481;SEDESE;GUARDA-MOR;"18277947000100";MUNICIPIO DE GUARDA-MOR;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;50000;15;VIGENTE;0;50000;"6 DIA(S), 23 HORA(S), 49 MINUTO(S)";;"0 DIA(S), 1 HORA(S), 15 MINUTO(S)"
165981;1100674;3;Instrumento Jurídico;"001171/2026";"001290/2026";"1261003678/2026";"9516876";1261;SEE;MONTES CLAROS;"22678874000135";PREFEITURA MUNICIPAL DE MONTES CLAROS;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';499690;0;15;VIGENTE;0;499690;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 1 HORA(S), 10 MINUTO(S)"
165920;1100591;3;Instrumento Jurídico;"002373/2026";"002901/2026";"1301003904/2026";"9516817";1301;SEINFRA;MARILAC;"18409193000102";MUNICIPIO DE MARILAC;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-10-09 00:00:00.000000';3000000;0;15;VIGENTE;0;3000000;"0 DIA(S), 20 HORA(S), 33 MINUTO(S)";"0 DIA(S), 0 HORA(S), 6 MINUTO(S)";"0 DIA(S), 5 HORA(S), 58 MINUTO(S)"
166063;1100727;3;Instrumento Jurídico;"001717/2026";"001172/2026";"1481003716/2026";"9516940";1481;SEDESE;IBIAI;"16899700000108";MUNICIPIO DE IBIAI;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;50000;15;VIGENTE;0;50000;"1 DIA(S), 23 HORA(S), 30 MINUTO(S)";;"0 DIA(S), 11 HORA(S), 37 MINUTO(S)"
165948;1100603;3;Instrumento Jurídico;"001610/2026";"001091/2026";"1261003873/2026";"9516845";1261;SEE;JACUI;"18186056000148";MUNICIPIO DE JACUI;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';200000;0;15;VIGENTE;0;200000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 35 MINUTO(S)"
165947;1100586;3;Instrumento Jurídico;"001084/2026";"000950/2026";"1261002949/2026";"9516844";1261;SEE;SOBRALIA;"18083055000178";MUNICIPIO DE SOBRALIA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';500000;0;15;VIGENTE;0;500000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 11 MINUTO(S)"
166024;1100692;3;Instrumento Jurídico;"001514/2026";"000990/2026";"1481003568/2026";"9516909";1481;SEDESE;VIRGINIA;"25970260000110";MUNICIPIO DE VIRGINIA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;50000;15;VIGENTE;0;50000;"0 DIA(S), 18 HORA(S), 16 MINUTO(S)";;"0 DIA(S), 2 HORA(S), 29 MINUTO(S)"
165979;1100673;3;Instrumento Jurídico;"005267/2026";"002765/2026";"1491003830/2026";"9516874";1491;SEGOV;NOVO ORIENTE DE MINAS;"01613373000109";MUNICIPIO DE NOVO ORIENTE DE MINAS;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;240658;15;VIGENTE;0;240658;"9 DIA(S), 8 HORA(S), 20 MINUTO(S)";;
165910;1100546;3;Instrumento Jurídico;"002070/2026";"001514/2026";"1261003515/2026";"9516808";1261;SEE;ITAPEVA;"18677625000158";MUNICIPIO DE ITAPEVA;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-12-18 00:00:00.000000';800000;0;15;VIGENTE;0;800000;"0 DIA(S), 0 HORA(S), 5 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 11 HORA(S), 51 MINUTO(S)"
166006;1100685;3;Instrumento Jurídico;"005254/2026";"002764/2026";"1491003965/2026";"9516901";1491;SEGOV;BOM SUCESSO;"18244368000160";MUNICIPIO DE BOM SUCESSO;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;1000000;15;VIGENTE;0;1000000;"3 DIA(S), 23 HORA(S), 4 MINUTO(S)";;
166964;1101401;3;Instrumento Jurídico;"004568/2026";"004768/2026";"1261003854/2026";"9517643";1261;SEE;CRISOLITA;"01614283000124";MUNICIPIO DE CRISOLITA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;200000;15;VIGENTE;0;200000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";;
166192;1100810;3;Instrumento Jurídico;"001993/2026";"001345/2026";"1371003661/2026";"9517019";1371;SEMAD;SERRANIA;"18243261000106";MUNICIPIO DE SERRANIA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;50000;15;VIGENTE;0;50000;"4 DIA(S), 20 HORA(S), 31 MINUTO(S)";;"1 DIA(S), 3 HORA(S), 25 MINUTO(S)"
166019;1100690;3;Instrumento Jurídico;"001412/2026";"001037/2026";"1481003545/2026";"9516907";1481;SEDESE;PIRAPORA;"23539463000121";MUNICIPIO DE PIRAPORA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;300000;15;VIGENTE;0;300000;"4 DIA(S), 21 HORA(S), 57 MINUTO(S)";;"0 DIA(S), 22 HORA(S), 56 MINUTO(S)"
165955;1100627;3;Instrumento Jurídico;"002105/2026";"001289/2026";"1261003374/2026";"9516851";1261;SEE;JOANESIA;"17111626000178";MUNICIPIO DE JOANESIA;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';799960.71;0;15;VIGENTE;0;119994.11;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 17 HORA(S), 11 MINUTO(S)"
165929;1100596;3;Instrumento Jurídico;"000503/2026";"000465/2026";"1261002965/2026";"9516826";1261;SEE;LAGOA DA PRATA;"18318618000160";MUNICIPIO DE LAGOA DA PRATA;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';2000000;0;15;VIGENTE;0;2000000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 12 HORA(S), 54 MINUTO(S)"
165913;1100587;3;Instrumento Jurídico;"001846/2026";"001426/2026";"1261003260/2026";"9516810";1261;SEE;ABRE CAMPO;"18837278000183";MUNICIPIO DE ABRE CAMPO;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';1205598;0;15;VIGENTE;0;1205598;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 22 HORA(S), 49 MINUTO(S)"
166004;1100684;3;Instrumento Jurídico;"004681/2026";"002341/2026";"1491003962/2026";"9516899";1491;SEGOV;SAO JOSE DA BARRA;"01616458000132";MUNICIPIO DE SAO JOSE DA BARRA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;120000;15;VIGENTE;0;120000;"5 DIA(S), 1 HORA(S), 27 MINUTO(S)";;
165977;1100653;3;Instrumento Jurídico;"006247/2026";"004740/2026";"1261003878/2026";"9516872";1261;SEE;MATIAS CARDOSO;"25209115000111";MUNICIPIO DE MATIAS CARDOSO;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';360612;0;15;VIGENTE;0;360612;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 13 HORA(S), 41 MINUTO(S)"
166039;1100713;3;Instrumento Jurídico;"005122/2026";"003708/2026";"1451003588/2026";"9516922";1451;SEJUSP;BELO HORIZONTE;"18715383000140";MUNICIPIO DE BELO HORIZONTE;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;1068000;15;VIGENTE;0;1068000;"15 DIA(S), 23 HORA(S), 22 MINUTO(S)";;
166095;1100720;3;Instrumento Jurídico;"003079/2026";"002178/2026";"1481002684/2026";"9516960";1481;SEDESE;CORACAO DE JESUS;"22680672000128";MUNICIPIO DE CORACAO DE JESUS;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;690000;15;VIGENTE;0;690000;"7 DIA(S), 22 HORA(S), 4 MINUTO(S)";;
166088;1100719;3;Instrumento Jurídico;"006233/2026";"005022/2026";"1451004072/2026";"9516952";1451;SEJUSP;CARVALHOPOLIS;"18242800000184";MUNICIPIO DE CARVALHOPOLIS;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-11 00:00:00.000000';0;180000;15;VIGENTE;0;180000;"0 DIA(S), 0 HORA(S), 10 MINUTO(S)";;
165969;1100649;3;Instrumento Jurídico;"005059/2026";"004102/2026";"1261003467/2026";"9516864";1261;SEE;TIRADENTES;"18557579000153";MUNICIPIO DE TIRADENTES;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';353595;0;15;VIGENTE;0;353595;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 9 HORA(S), 3 MINUTO(S)"
165919;1100590;3;Instrumento Jurídico;"000934/2026";"000602/2026";"1261003501/2026";"9516816";1261;SEE;COLUNA;"18307397000124";MUNICIPIO DE COLUNA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';300000;0;15;VIGENTE;0;300000;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 5 HORA(S), 5 MINUTO(S)"
166263;1100737;3;Instrumento Jurídico;"000453/2026";"000733/2026";"1481003304/2026";"9516950";1481;SEDESE;ARAPONGA;"18132167000171";MUNICIPIO DE ARAPONGA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-12-21 00:00:00.000000';264215.86;0;15;VIGENTE;0;264215.86;"13 DIA(S), 12 HORA(S), 31 MINUTO(S)";;"0 DIA(S), 9 HORA(S), 36 MINUTO(S)"
165924;1100593;3;Instrumento Jurídico;"000614/2026";"000523/2026";"1261003468/2026";"9516821";1261;SEE;SANTO ANTONIO DO ITAMBE;"18303222000149";MUNICIPIO DE SANTO ANTONIO DO ITAMBE;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';500000;0;15;VIGENTE;0;500000;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 5 MINUTO(S)";"0 DIA(S), 4 HORA(S), 31 MINUTO(S)"
165933;1100599;3;Instrumento Jurídico;"001467/2026";"000983/2026";"1261003676/2026";"9516831";1261;SEE;SANTO ANTONIO DO AMPARO;"18244335000110";MUNICIPIO DE SANTO ANTONIO DO AMPARO;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';485672.16;0;15;VIGENTE;0;485672.16;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 18 MINUTO(S)"
165953;1100606;3;Instrumento Jurídico;"000247/2026";"001546/2026";"1271003417/2026";"9516849";1271;SECULT;MONTES CLAROS;"21505692000108";CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA AREA MINEIRA DA SUDENE;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;966666.67;15;VIGENTE;0;966666.67;"2 DIA(S), 1 HORA(S), 29 MINUTO(S)";;"0 DIA(S), 1 HORA(S), 17 MINUTO(S)"
166005;1100687;3;Instrumento Jurídico;"003776/2026";"002357/2026";"1491003963/2026";"9516900";1491;SEGOV;VERMELHO NOVO;"01620744000171";MUNICIPIO DE VERMELHO NOVO;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-11 00:00:00.000000';0;200000;15;VIGENTE;0;200000;"4 DIA(S), 1 HORA(S), 18 MINUTO(S)";;
165938;1100581;3;Instrumento Jurídico;"005563/2026";"004783/2026";"1301003949/2026";"9516837";1301;SEINFRA;SANTANA DE PIRAPAMA;"18116178000168";MUNICIPIO DE SANTANA DE PIRAPAMA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;200000;15;VIGENTE;0;200000;"4 DIA(S), 0 HORA(S), 39 MINUTO(S)";;
165942;1100602;3;Instrumento Jurídico;"001912/2026";"001444/2026";"1261003901/2026";"9516841";1261;SEE;LUISBURGO;"01615423000189";MUNICIPIO DE LUISBURGO;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';840000;0;15;VIGENTE;0;840000;"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 29 MINUTO(S)"
165928;1100576;3;Instrumento Jurídico;"000824/2026";"000689/2026";"1261002950/2026";"9516825";1261;SEE;BELMIRO BRAGA;"18338129000170";MUNICIPIO DE BELMIRO BRAGA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';243977.7;0;15;VIGENTE;0;243977.7;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 51 MINUTO(S)"
165963;1100612;3;Instrumento Jurídico;"003777/2026";"002520/2026";"1261003885/2026";"9516858";1261;SEE;ITURAMA;"18457242000174";MUNICIPIO DE ITURAMA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';400000;0;15;VIGENTE;0;400000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 48 MINUTO(S)"
165992;1100659;3;Instrumento Jurídico;"003342/2026";"001656/2026";"1491003446/2026";"9516886";1491;SEGOV;JOAO PINHEIRO;"16930299000113";MUNICIPIO DE JOAO PINHEIRO;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-17 00:00:00.000000';0;86500;15;VIGENTE;0;86500;"7 DIA(S), 7 HORA(S), 48 MINUTO(S)";;
166126;1100754;3;Instrumento Jurídico;"004874/2026";"004812/2026";"1301004059/2026";"9516987";1301;SEINFRA;RITAPOLIS;"18557553000105";MUNICIPIO DE RITAPOLIS;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-11 00:00:00.000000';0;200000;15;VIGENTE;0;200000;"7 DIA(S), 20 HORA(S), 23 MINUTO(S)";;
166096;1100743;3;Instrumento Jurídico;"002081/2026";"001378/2026";"1481003605/2026";"9516961";1481;SEDESE;TIRADENTES;"18557579000153";MUNICIPIO DE TIRADENTES;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;50000;15;VIGENTE;0;50000;"1 DIA(S), 18 HORA(S), 3 MINUTO(S)";;"0 DIA(S), 0 HORA(S), 12 MINUTO(S)"
166017;1100689;3;Instrumento Jurídico;"002080/2026";"001292/2026";"1481003540/2026";"9516906";1481;SEDESE;BETIM;"18715391000196";MUNICIPIO DE BETIM;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;500000;15;VIGENTE;0;500000;"6 DIA(S), 19 HORA(S), 20 MINUTO(S)";;"0 DIA(S), 16 HORA(S), 6 MINUTO(S)"
166002;1100683;3;Instrumento Jurídico;"002635/2026";"001832/2026";"1491003957/2026";"9516896";1491;SEGOV;GURINHATA;"18457192000125";MUNICIPIO DE GURINHATA;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;200000;15;VIGENTE;0;200000;"5 DIA(S), 2 HORA(S), 31 MINUTO(S)";;
165989;1100678;3;Instrumento Jurídico;"005730/2026";"004726/2026";"1491003845/2026";"9516883";1491;SEGOV;POTE;"18404970000118";MUNICIPIO DE POTE;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;100000;15;VIGENTE;0;100000;"0 DIA(S), 8 HORA(S), 43 MINUTO(S)";;
165991;1100679;3;Instrumento Jurídico;"006357/2026";"004854/2026";"1491003848/2026";"9516885";1491;SEGOV;ANTONIO CARLOS;"18094763000104";MUNICIPIO DE ANTONIO CARLOS;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';0;400000;15;VIGENTE;0;400000;"2 DIA(S), 7 HORA(S), 15 MINUTO(S)";;
165971;1100650;3;Instrumento Jurídico;"004742/2026";"002852/2026";"1261003481/2026";"9516866";1261;SEE;TUPACIGUARA;"18260489000104";MUNICIPIO DE TUPACIGUARA;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';500000;0;15;VIGENTE;0;500000;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 7 HORA(S), 26 MINUTO(S)"
165995;1100661;3;Instrumento Jurídico;"002594/2026";"004824/2026";"1301003933/2026";"9516889";1301;SEINFRA;CARLOS CHAGAS;"18477315000190";MUNICIPIO DE CARLOS CHAGAS;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;1324000;15;VIGENTE;0;1324000;"3 DIA(S), 3 HORA(S), 45 MINUTO(S)";;
165957;1100628;3;Instrumento Jurídico;"001815/2026";"001434/2026";"1261003649/2026";"9516853";1261;SEE;SAO SEBASTIAO DO OESTE;"18308734000106";MUNICIPIO DE SAO SEBASTIAO DO OESTE;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';200000;0;15;VIGENTE;0;200000;"0 DIA(S), 0 HORA(S), 3 MINUTO(S)";"0 DIA(S), 0 HORA(S), 1 MINUTO(S)";"0 DIA(S), 1 HORA(S), 11 MINUTO(S)"
166115;1100747;3;Instrumento Jurídico;"001853/2026";"001315/2026";"1481003624/2026";"9516973";1481;SEDESE;SAO LOURENCO;"18188219000121";MUNICIPIO DE SAO LOURENCO;Irregular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2027-06-22 00:00:00.000000';0;50000;15;VIGENTE;0;50000;"5 DIA(S), 14 HORA(S), 25 MINUTO(S)";;"0 DIA(S), 22 HORA(S), 55 MINUTO(S)"
165978;1100672;3;Instrumento Jurídico;"002374/2026";"004263/2026";"1261003665/2026";"9516873";1261;SEE;SABARA;"18715441000135";MUNICIPIO DE SABARA;Regular;TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2026-06-23 00:00:00.000000';TIMESTAMP '2028-06-21 00:00:00.000000';500000;0;15;VIGENTE;0;500000;"0 DIA(S), 0 HORA(S), 2 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)";"0 DIA(S), 0 HORA(S), 0 MINUTO(S)"
